raw_name,raw_prefix,model,category,provider,prompt_type,temperature,fine_tuned,distribution,size,vectorizer,f1_macro,precision,recall,accuracy,fleiss_kappa,mean_cohen_kappa,consistency_all_runs
TextCNN42B__equal__250_pred,,TextCNN42B,CNN,,,,,equal,250.0,,0.7215496368038741,0.7680412371134021,0.680365296803653,0.77,,,
TextCNN42B__equal__500_pred,,TextCNN42B,CNN,,,,,equal,500.0,,0.8128342245989305,0.7645875251509054,0.867579908675799,0.825,,,
TextCNN42B__real__100_pred,,TextCNN42B,CNN,,,,,real,100.0,,0.7176913425345044,0.7966573816155988,0.6529680365296804,0.775,,,
TextCNN42B__real__1000_pred,,TextCNN42B,CNN,,,,,real,1000.0,,0.8314606741573034,0.8185840707964602,0.8447488584474886,0.85,,,
TextCNN42B__real__2000_pred,,TextCNN42B,CNN,,,,,real,2000.0,,0.8275084554678692,0.8173719376391982,0.8378995433789954,0.847,,,
TextCNN42B__real__250_pred,,TextCNN42B,CNN,,,,,real,250.0,,0.7653429602888087,0.8091603053435115,0.726027397260274,0.805,,,
TextCNN42B__real__500_pred,,TextCNN42B,CNN,,,,,real,500.0,,0.847457627118644,0.7905138339920948,0.91324200913242,0.856,,,
xlnet_equal_100_pred,,xlnet,PLM,,,,,equal,100.0,,0.5426997245179064,0.6840277777777778,0.4497716894977169,0.668,,,
roberta_equal_100_pred,,roberta,PLM,,,,,equal,100.0,,0.0,0.0,0.0,0.562,,,
electra_equal_100_pred,,electra,PLM,,,,,equal,100.0,,0.2774774774774775,0.6581196581196581,0.17579908675799086,0.599,,,
bert_equal_100_pred,,bert,PLM,,,,,equal,100.0,,0.5225,0.5773480662983426,0.4771689497716895,0.618,,,
xlnet_equal_1000_pred,,xlnet,PLM,,,,,equal,1000.0,,0.8647450110864745,0.8405172413793104,0.8904109589041096,0.878,,,
roberta_equal_1000_pred,,roberta,PLM,,,,,equal,1000.0,,0.8808988764044944,0.8672566371681416,0.8949771689497716,0.894,,,
electra_equal_1000_pred,,electra,PLM,,,,,equal,1000.0,,0.8693693693693694,0.8577777777777778,0.8812785388127854,0.884,,,
bert_equal_1000_pred,,bert,PLM,,,,,equal,1000.0,,0.8428246013667426,0.8409090909090909,0.8447488584474886,0.862,,,
xlnet_equal_2000_pred,,xlnet,PLM,,,,,equal,2000.0,,0.89587852494577,0.8533057851239669,0.9429223744292238,0.904,,,
roberta_equal_2000_pred,,roberta,PLM,,,,,equal,2000.0,,0.9039301310043668,0.8661087866108786,0.9452054794520548,0.912,,,
electra_equal_2000_pred,,electra,PLM,,,,,equal,2000.0,,0.8997821350762527,0.8604166666666667,0.9429223744292238,0.908,,,
bert_equal_2000_pred,,bert,PLM,,,,,equal,2000.0,,0.8957189901207464,0.8625792811839323,0.9315068493150684,0.905,,,
xlnet_equal_250_pred,,xlnet,PLM,,,,,equal,250.0,,0.6432291666666666,0.7484848484848485,0.5639269406392694,0.726,,,
roberta_equal_250_pred,,roberta,PLM,,,,,equal,250.0,,0.75,0.8609467455621301,0.6643835616438356,0.806,,,
electra_equal_250_pred,,electra,PLM,,,,,equal,250.0,,0.6031294452347084,0.8,0.4840182648401826,0.721,,,
bert_equal_250_pred,,bert,PLM,,,,,equal,250.0,,0.5803921568627451,0.6788990825688074,0.5068493150684932,0.679,,,
xlnet_equal_500_pred,,xlnet,PLM,,,,,equal,500.0,,0.7908045977011494,0.7962962962962963,0.7853881278538812,0.818,,,
roberta_equal_500_pred,,roberta,PLM,,,,,equal,500.0,,0.8594285714285714,0.8604118993135011,0.8584474885844748,0.877,,,
electra_equal_500_pred,,electra,PLM,,,,,equal,500.0,,0.8310185185185185,0.8427230046948356,0.819634703196347,0.854,,,
bert_equal_500_pred,,bert,PLM,,,,,equal,500.0,,0.7258883248730964,0.8171428571428572,0.6529680365296804,0.784,,,
xlnet_real_100_pred,,xlnet,PLM,,,,,real,100.0,,0.7039473684210527,0.6772151898734177,0.7328767123287672,0.73,,,
roberta_real_100_pred,,roberta,PLM,,,,,real,100.0,,0.7237635705669482,0.7672634271099744,0.684931506849315,0.771,,,
electra_real_100_pred,,electra,PLM,,,,,real,100.0,,0.7483588621444202,0.7184873949579832,0.7808219178082192,0.77,,,
bert_real_100_pred,,bert,PLM,,,,,real,100.0,,0.7064116985376828,0.6962305986696231,0.7168949771689498,0.739,,,
xlnet_real_1000_pred,,xlnet,PLM,,,,,real,1000.0,,0.8884165781083954,0.831013916500994,0.954337899543379,0.895,,,
roberta_real_1000_pred,,roberta,PLM,,,,,real,1000.0,,0.881578947368421,0.8481012658227848,0.9178082191780822,0.892,,,
electra_real_1000_pred,,electra,PLM,,,,,real,1000.0,,0.8817204301075269,0.8333333333333334,0.9360730593607306,0.89,,,
bert_real_1000_pred,,bert,PLM,,,,,real,1000.0,,0.8820960698689956,0.8451882845188284,0.9223744292237442,0.892,,,
xlnet_real_2000_pred,,xlnet,PLM,,,,,real,2000.0,,0.8872180451127819,0.8377281947261663,0.9429223744292238,0.895,,,
roberta_real_2000_pred,,roberta,PLM,,,,,real,2000.0,,0.9022222222222223,0.8787878787878788,0.9269406392694064,0.912,,,
electra_real_2000_pred,,electra,PLM,,,,,real,2000.0,,0.8891304347826087,0.8485477178423236,0.9337899543378996,0.898,,,
bert_real_2000_pred,,bert,PLM,,,,,real,2000.0,,0.8874316939890711,0.8511530398322851,0.9269406392694064,0.897,,,
xlnet_real_250_pred,,xlnet,PLM,,,,,real,250.0,,0.7572614107883817,0.6939163498098859,0.8333333333333334,0.766,,,
roberta_real_250_pred,,roberta,PLM,,,,,real,250.0,,0.8220603537981269,0.7552581261950286,0.9018264840182648,0.829,,,
electra_real_250_pred,,electra,PLM,,,,,real,250.0,,0.8132530120481928,0.7258064516129032,0.9246575342465754,0.814,,,
bert_real_250_pred,,bert,PLM,,,,,real,250.0,,0.7951070336391437,0.7182320441988951,0.8904109589041096,0.799,,,
xlnet_real_500_pred,,xlnet,PLM,,,,,real,500.0,,0.8441692466460269,0.7702448210922788,0.9337899543378996,0.849,,,
roberta_real_500_pred,,roberta,PLM,,,,,real,500.0,,0.8658669574700109,0.8288100208768268,0.906392694063927,0.877,,,
electra_real_500_pred,,electra,PLM,,,,,real,500.0,,0.8162859980139027,0.7223198594024605,0.9383561643835616,0.815,,,
bert_real_500_pred,,bert,PLM,,,,,real,500.0,,0.8221993833504625,0.7476635514018691,0.91324200913242,0.827,,,
6B-100d_equal_100__RandomForest_pred,,RandomForest,ML,,,,,equal,100.0,6B-100d,0.6319895968790638,0.7341389728096677,0.5547945205479452,0.717,,,
6B-100d_equal_100__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,100.0,6B-100d,0.6099865047233468,0.7458745874587459,0.5159817351598174,0.711,,,
6B-100d_equal_100__KNeighbors_pred,,KNeighbors,ML,,,,,equal,100.0,6B-100d,0.6788571428571428,0.6796338672768879,0.678082191780822,0.719,,,
6B-100d_equal_100__SVM_pred,,SVM,ML,,,,,equal,100.0,6B-100d,0.6897404202719407,0.7520215633423181,0.636986301369863,0.749,,,
6B-100d_equal_100__XGBoost_pred,,XGBoost,ML,,,,,equal,100.0,6B-100d,0.5885558583106267,0.7297297297297297,0.4931506849315068,0.698,,,
6B-100d_equal_250__RandomForest_pred,,RandomForest,ML,,,,,equal,250.0,6B-100d,0.6409574468085106,0.767515923566879,0.5502283105022832,0.73,,,
6B-100d_equal_250__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,250.0,6B-100d,0.6060606060606061,0.7165109034267912,0.5251141552511416,0.701,,,
6B-100d_equal_250__KNeighbors_pred,,KNeighbors,ML,,,,,equal,250.0,6B-100d,0.6801426872770512,0.7096774193548387,0.6529680365296804,0.731,,,
6B-100d_equal_250__SVM_pred,,SVM,ML,,,,,equal,250.0,6B-100d,0.681265206812652,0.7291666666666666,0.639269406392694,0.738,,,
6B-100d_equal_250__XGBoost_pred,,XGBoost,ML,,,,,equal,250.0,6B-100d,0.6583229036295369,0.7285318559556787,0.6004566210045662,0.727,,,
6B-100d_equal_500__RandomForest_pred,,RandomForest,ML,,,,,equal,500.0,6B-100d,0.7417519908987485,0.7392290249433107,0.7442922374429224,0.773,,,
6B-100d_equal_500__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,500.0,6B-100d,0.7339449541284404,0.7373271889400922,0.730593607305936,0.768,,,
6B-100d_equal_500__KNeighbors_pred,,KNeighbors,ML,,,,,equal,500.0,6B-100d,0.7050691244239631,0.7116279069767442,0.6986301369863014,0.744,,,
6B-100d_equal_500__SVM_pred,,SVM,ML,,,,,equal,500.0,6B-100d,0.7311111111111112,0.7121212121212122,0.7511415525114156,0.758,,,
6B-100d_equal_500__XGBoost_pred,,XGBoost,ML,,,,,equal,500.0,6B-100d,0.7373271889400922,0.7441860465116279,0.730593607305936,0.772,,,
6B-100d_equal_1000__RandomForest_pred,,RandomForest,ML,,,,,equal,1000.0,6B-100d,0.750561797752809,0.7389380530973452,0.7625570776255708,0.778,,,
6B-100d_equal_1000__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,1000.0,6B-100d,0.7522935779816514,0.7557603686635944,0.7488584474885844,0.784,,,
6B-100d_equal_1000__KNeighbors_pred,,KNeighbors,ML,,,,,equal,1000.0,6B-100d,0.7427293064876958,0.7280701754385965,0.7579908675799086,0.77,,,
6B-100d_equal_1000__SVM_pred,,SVM,ML,,,,,equal,1000.0,6B-100d,0.771397616468039,0.734020618556701,0.8127853881278538,0.789,,,
6B-100d_equal_1000__XGBoost_pred,,XGBoost,ML,,,,,equal,1000.0,6B-100d,0.7592592592592593,0.7699530516431925,0.7488584474885844,0.792,,,
6B-100d_equal_2000__RandomForest_pred,,RandomForest,ML,,,,,equal,2000.0,6B-100d,0.8178913738019169,0.7664670658682635,0.8767123287671232,0.829,,,
6B-100d_equal_2000__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,2000.0,6B-100d,0.8250825082508251,0.7961783439490446,0.8561643835616438,0.841,,,
6B-100d_equal_2000__KNeighbors_pred,,KNeighbors,ML,,,,,equal,2000.0,6B-100d,0.7954545454545454,0.7264150943396226,0.8789954337899544,0.802,,,
6B-100d_equal_2000__SVM_pred,,SVM,ML,,,,,equal,2000.0,6B-100d,0.829004329004329,0.7880658436213992,0.8744292237442922,0.842,,,
6B-100d_equal_2000__XGBoost_pred,,XGBoost,ML,,,,,equal,2000.0,6B-100d,0.8266953713670614,0.7820773930753564,0.8767123287671232,0.839,,,
6B-300d_equal_100__RandomForest_pred,,RandomForest,ML,,,,,equal,100.0,6B-300d,0.6657929226736566,0.7815384615384615,0.5799086757990868,0.745,,,
6B-300d_equal_100__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,100.0,6B-300d,0.6828644501278772,0.7761627906976745,0.6095890410958904,0.752,,,
6B-300d_equal_100__KNeighbors_pred,,KNeighbors,ML,,,,,equal,100.0,6B-300d,0.6711409395973155,0.6578947368421053,0.684931506849315,0.706,,,
6B-300d_equal_100__SVM_pred,,SVM,ML,,,,,equal,100.0,6B-300d,0.7240143369175627,0.7593984962406015,0.6917808219178082,0.769,,,
6B-300d_equal_100__XGBoost_pred,,XGBoost,ML,,,,,equal,100.0,6B-300d,0.6356164383561644,0.7945205479452054,0.5296803652968036,0.734,,,
6B-300d_equal_250__RandomForest_pred,,RandomForest,ML,,,,,equal,250.0,6B-300d,0.6951066499372648,0.7715877437325905,0.632420091324201,0.757,,,
6B-300d_equal_250__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,250.0,6B-300d,0.6573957016434893,0.7365439093484419,0.593607305936073,0.729,,,
6B-300d_equal_250__KNeighbors_pred,,KNeighbors,ML,,,,,equal,250.0,6B-300d,0.6796338672768879,0.6811926605504587,0.678082191780822,0.72,,,
6B-300d_equal_250__SVM_pred,,SVM,ML,,,,,equal,250.0,6B-300d,0.7013574660633484,0.695067264573991,0.7077625570776256,0.736,,,
6B-300d_equal_250__XGBoost_pred,,XGBoost,ML,,,,,equal,250.0,6B-300d,0.6794871794871795,0.7748538011695907,0.6050228310502284,0.75,,,
6B-300d_equal_500__RandomForest_pred,,RandomForest,ML,,,,,equal,500.0,6B-300d,0.7676991150442478,0.7446351931330472,0.7922374429223744,0.79,,,
6B-300d_equal_500__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,500.0,6B-300d,0.7844444444444445,0.7640692640692641,0.8059360730593608,0.806,,,
6B-300d_equal_500__KNeighbors_pred,,KNeighbors,ML,,,,,equal,500.0,6B-300d,0.7192575406032483,0.7311320754716981,0.7077625570776256,0.758,,,
6B-300d_equal_500__SVM_pred,,SVM,ML,,,,,equal,500.0,6B-300d,0.759090909090909,0.755656108597285,0.7625570776255708,0.788,,,
6B-300d_equal_500__XGBoost_pred,,XGBoost,ML,,,,,equal,500.0,6B-300d,0.7646356033452808,0.8020050125313283,0.730593607305936,0.803,,,
6B-300d_equal_1000__RandomForest_pred,,RandomForest,ML,,,,,equal,1000.0,6B-300d,0.7991071428571429,0.7816593886462883,0.817351598173516,0.82,,,
6B-300d_equal_1000__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,1000.0,6B-300d,0.7793952967525196,0.7648351648351648,0.7945205479452054,0.803,,,
6B-300d_equal_1000__KNeighbors_pred,,KNeighbors,ML,,,,,equal,1000.0,6B-300d,0.7751937984496124,0.7526881720430108,0.7990867579908676,0.797,,,
6B-300d_equal_1000__SVM_pred,,SVM,ML,,,,,equal,1000.0,6B-300d,0.8077753779697624,0.7663934426229508,0.8538812785388128,0.822,,,
6B-300d_equal_1000__XGBoost_pred,,XGBoost,ML,,,,,equal,1000.0,6B-300d,0.7959183673469388,0.7905405405405406,0.8013698630136986,0.82,,,
6B-300d_equal_2000__RandomForest_pred,,RandomForest,ML,,,,,equal,2000.0,6B-300d,0.8259958071278826,0.7635658914728682,0.8995433789954338,0.834,,,
6B-300d_equal_2000__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,2000.0,6B-300d,0.8390677025527192,0.816414686825054,0.863013698630137,0.855,,,
6B-300d_equal_2000__KNeighbors_pred,,KNeighbors,ML,,,,,equal,2000.0,6B-300d,0.8008048289738431,0.7158273381294964,0.908675799086758,0.802,,,
6B-300d_equal_2000__SVM_pred,,SVM,ML,,,,,equal,2000.0,6B-300d,0.8487394957983193,0.7859922178988327,0.9223744292237442,0.856,,,
6B-300d_equal_2000__XGBoost_pred,,XGBoost,ML,,,,,equal,2000.0,6B-300d,0.8390557939914163,0.791497975708502,0.8926940639269406,0.85,,,
42B-300d_equal_100__RandomForest_pred,,RandomForest,ML,,,,,equal,100.0,42B-300d,0.7259439707673568,0.7780678851174935,0.680365296803653,0.775,,,
42B-300d_equal_100__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,100.0,42B-300d,0.6919060052219321,0.8079268292682927,0.6050228310502284,0.764,,,
42B-300d_equal_100__KNeighbors_pred,,KNeighbors,ML,,,,,equal,100.0,42B-300d,0.7343915343915344,0.6844181459566075,0.7922374429223744,0.749,,,
42B-300d_equal_100__SVM_pred,,SVM,ML,,,,,equal,100.0,42B-300d,0.731535756154748,0.7518072289156627,0.7123287671232876,0.771,,,
42B-300d_equal_100__XGBoost_pred,,XGBoost,ML,,,,,equal,100.0,42B-300d,0.6930946291560103,0.7877906976744186,0.6187214611872146,0.76,,,
42B-300d_equal_250__RandomForest_pred,,RandomForest,ML,,,,,equal,250.0,42B-300d,0.7539015606242497,0.7949367088607595,0.7168949771689498,0.795,,,
42B-300d_equal_250__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,250.0,42B-300d,0.6527415143603134,0.7621951219512195,0.5707762557077626,0.734,,,
42B-300d_equal_250__KNeighbors_pred,,KNeighbors,ML,,,,,equal,250.0,42B-300d,0.7108571428571429,0.7116704805491991,0.7100456621004566,0.747,,,
42B-300d_equal_250__SVM_pred,,SVM,ML,,,,,equal,250.0,42B-300d,0.7337278106508875,0.7616707616707616,0.7077625570776256,0.775,,,
42B-300d_equal_250__XGBoost_pred,,XGBoost,ML,,,,,equal,250.0,42B-300d,0.7292954264524104,0.7951482479784366,0.6735159817351598,0.781,,,
42B-300d_equal_500__RandomForest_pred,,RandomForest,ML,,,,,equal,500.0,42B-300d,0.7939262472885033,0.756198347107438,0.8356164383561644,0.81,,,
42B-300d_equal_500__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,500.0,42B-300d,0.7930232558139535,0.8080568720379147,0.7785388127853882,0.822,,,
42B-300d_equal_500__KNeighbors_pred,,KNeighbors,ML,,,,,equal,500.0,42B-300d,0.7322033898305085,0.7248322147651006,0.7397260273972602,0.763,,,
42B-300d_equal_500__SVM_pred,,SVM,ML,,,,,equal,500.0,42B-300d,0.8031674208144797,0.7959641255605381,0.8105022831050228,0.826,,,
42B-300d_equal_500__XGBoost_pred,,XGBoost,ML,,,,,equal,500.0,42B-300d,0.7697674418604651,0.7843601895734598,0.7557077625570776,0.802,,,
42B-300d_equal_1000__RandomForest_pred,,RandomForest,ML,,,,,equal,1000.0,42B-300d,0.8092613009922822,0.7825159914712153,0.8378995433789954,0.827,,,
42B-300d_equal_1000__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,1000.0,42B-300d,0.8335220838052095,0.8269662921348314,0.8401826484018264,0.853,,,
42B-300d_equal_1000__KNeighbors_pred,,KNeighbors,ML,,,,,equal,1000.0,42B-300d,0.75,0.7336244541484717,0.7671232876712328,0.776,,,
42B-300d_equal_1000__SVM_pred,,SVM,ML,,,,,equal,1000.0,42B-300d,0.8395061728395061,0.82560706401766,0.8538812785388128,0.857,,,
42B-300d_equal_1000__XGBoost_pred,,XGBoost,ML,,,,,equal,1000.0,42B-300d,0.8013620885357549,0.7968397291196389,0.8059360730593608,0.825,,,
42B-300d_equal_2000__RandomForest_pred,,RandomForest,ML,,,,,equal,2000.0,42B-300d,0.8508863399374348,0.783109404990403,0.9315068493150684,0.857,,,
42B-300d_equal_2000__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,2000.0,42B-300d,0.8639308855291576,0.819672131147541,0.91324200913242,0.874,,,
42B-300d_equal_2000__KNeighbors_pred,,KNeighbors,ML,,,,,equal,2000.0,42B-300d,0.8155737704918032,0.7397769516728625,0.908675799086758,0.82,,,
42B-300d_equal_2000__SVM_pred,,SVM,ML,,,,,equal,2000.0,42B-300d,0.8629117959617428,0.8071570576540755,0.9269406392694064,0.871,,,
42B-300d_equal_2000__XGBoost_pred,,XGBoost,ML,,,,,equal,2000.0,42B-300d,0.8623265741728922,0.8096192384769539,0.9223744292237442,0.871,,,
840B-300d_equal_100__RandomForest_pred,,RandomForest,ML,,,,,equal,100.0,840B-300d,0.6640826873385013,0.7648809523809523,0.58675799086758,0.74,,,
840B-300d_equal_100__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,100.0,840B-300d,0.6844919786096256,0.8258064516129032,0.5844748858447488,0.764,,,
840B-300d_equal_100__KNeighbors_pred,,KNeighbors,ML,,,,,equal,100.0,840B-300d,0.7331189710610932,0.6909090909090909,0.7808219178082192,0.751,,,
840B-300d_equal_100__SVM_pred,,SVM,ML,,,,,equal,100.0,840B-300d,0.7388825541619156,0.7380410022779044,0.7397260273972602,0.771,,,
840B-300d_equal_100__XGBoost_pred,,XGBoost,ML,,,,,equal,100.0,840B-300d,0.6352624495289367,0.7737704918032787,0.5388127853881278,0.729,,,
840B-300d_equal_250__RandomForest_pred,,RandomForest,ML,,,,,equal,250.0,840B-300d,0.6523388116308471,0.7308781869688386,0.589041095890411,0.725,,,
840B-300d_equal_250__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,250.0,840B-300d,0.7320099255583127,0.8016304347826086,0.6735159817351598,0.784,,,
840B-300d_equal_250__KNeighbors_pred,,KNeighbors,ML,,,,,equal,250.0,840B-300d,0.7359307359307359,0.6995884773662552,0.776255707762557,0.756,,,
840B-300d_equal_250__SVM_pred,,SVM,ML,,,,,equal,250.0,840B-300d,0.7266355140186916,0.7440191387559809,0.7100456621004566,0.766,,,
840B-300d_equal_250__XGBoost_pred,,XGBoost,ML,,,,,equal,250.0,840B-300d,0.6932668329177057,0.7637362637362637,0.634703196347032,0.754,,,
840B-300d_equal_500__RandomForest_pred,,RandomForest,ML,,,,,equal,500.0,840B-300d,0.7884187082405345,0.7695652173913043,0.8082191780821918,0.81,,,
840B-300d_equal_500__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,500.0,840B-300d,0.7701421800947867,0.8004926108374384,0.7420091324200914,0.806,,,
840B-300d_equal_500__KNeighbors_pred,,KNeighbors,ML,,,,,equal,500.0,840B-300d,0.7577497129735936,0.7621247113163973,0.7534246575342466,0.789,,,
840B-300d_equal_500__SVM_pred,,SVM,ML,,,,,equal,500.0,840B-300d,0.7782909930715936,0.7873831775700935,0.769406392694064,0.808,,,
840B-300d_equal_500__XGBoost_pred,,XGBoost,ML,,,,,equal,500.0,840B-300d,0.7967097532314924,0.8208232445520581,0.773972602739726,0.827,,,
840B-300d_equal_1000__RandomForest_pred,,RandomForest,ML,,,,,equal,1000.0,840B-300d,0.7991071428571429,0.7816593886462883,0.817351598173516,0.82,,,
840B-300d_equal_1000__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,1000.0,840B-300d,0.8096330275229358,0.8133640552995391,0.8059360730593608,0.834,,,
840B-300d_equal_1000__KNeighbors_pred,,KNeighbors,ML,,,,,equal,1000.0,840B-300d,0.7789473684210526,0.7985611510791367,0.7602739726027398,0.811,,,
840B-300d_equal_1000__SVM_pred,,SVM,ML,,,,,equal,1000.0,840B-300d,0.8282828282828283,0.8145695364238411,0.8424657534246576,0.847,,,
840B-300d_equal_1000__XGBoost_pred,,XGBoost,ML,,,,,equal,1000.0,840B-300d,0.8151549942594719,0.8198614318706697,0.8105022831050228,0.839,,,
840B-300d_equal_2000__RandomForest_pred,,RandomForest,ML,,,,,equal,2000.0,840B-300d,0.8450106157112527,0.7896825396825397,0.908675799086758,0.854,,,
840B-300d_equal_2000__LogisticRegression_pred,,LogisticRegression,ML,,,,,equal,2000.0,840B-300d,0.843956043956044,0.8135593220338984,0.8767123287671232,0.858,,,
840B-300d_equal_2000__KNeighbors_pred,,KNeighbors,ML,,,,,equal,2000.0,840B-300d,0.8138801261829653,0.7543859649122807,0.8835616438356164,0.823,,,
840B-300d_equal_2000__SVM_pred,,SVM,ML,,,,,equal,2000.0,840B-300d,0.8488120950323974,0.805327868852459,0.8972602739726028,0.86,,,
840B-300d_equal_2000__XGBoost_pred,,XGBoost,ML,,,,,equal,2000.0,840B-300d,0.8476394849785408,0.7995951417004049,0.9018264840182648,0.858,,,
,o3_2025_04_16__default__t0,o3_2025_04_16,LLM,OpenAI,default,0.0,0.0,,,,0.8676470588235294,0.9365079365079365,0.8082191780821918,0.892,0.9616944484378901,0.9616915660433852,0.973
,o3_2025_04_16__few_shot__t0,o3_2025_04_16,LLM,OpenAI,few_shot,0.0,0.0,,,,0.8805790108564535,0.9335038363171355,0.8333333333333334,0.901,0.9593666806781563,0.9593638518923585,0.971
,o3_2025_04_16__automatic_cot__t0,o3_2025_04_16,LLM,OpenAI,automatic_cot,0.0,0.0,,,,0.875453446191052,0.9305912596401028,0.8264840182648402,0.897,0.9507743891804923,0.95077511989407,0.965
,o3_2025_04_16__manual_cot__t0,o3_2025_04_16,LLM,OpenAI,manual_cot,0.0,0.0,,,,0.8624078624078624,0.9335106382978723,0.8013698630136986,0.888,0.9645318967017502,0.9645314673153217,0.975
,o3_2025_04_16__contrastive_cot__t0,o3_2025_04_16,LLM,OpenAI,contrastive_cot,0.0,0.0,,,,0.8753056234718827,0.9421052631578948,0.817351598173516,0.898,0.9560954400157489,0.9560933143632425,0.969
,o4_mini_2025_04_16__default__t0,o4_mini_2025_04_16,LLM,OpenAI,default,0.0,0.0,,,,0.8426270136307311,0.9214092140921409,0.776255707762557,0.873,1.0,1.0,1.0
,o4_mini_2025_04_16__few_shot__t0,o4_mini_2025_04_16,LLM,OpenAI,few_shot,0.0,0.0,,,,0.8602941176470589,0.9285714285714286,0.8013698630136986,0.886,1.0,1.0,1.0
,o4_mini_2025_04_16__automatic_cot__t0,o4_mini_2025_04_16,LLM,OpenAI,automatic_cot,0.0,0.0,,,,0.83,0.9171270718232044,0.7579908675799086,0.864,1.0,1.0,1.0
,o4_mini_2025_04_16__manual_cot__t0,o4_mini_2025_04_16,LLM,OpenAI,manual_cot,0.0,0.0,,,,0.8592233009708737,0.917098445595855,0.8082191780821918,0.884,1.0,1.0,1.0
,o4_mini_2025_04_16__contrastive_cot__t0,o4_mini_2025_04_16,LLM,OpenAI,contrastive_cot,0.0,0.0,,,,0.8466257668711656,0.9151193633952255,0.7876712328767124,0.875,1.0,1.0,1.0
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_equal_100_BbZuiJna__default__t0,gpt_3_5_turbo_0125,LLM,OpenAI,default,0.0,1.0,equal,100.0,,0.8235294117647058,0.9113573407202216,0.7511415525114156,0.859,0.9971145952907311,0.9971134597926598,0.998
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_equal_1000_BbaNWjz9__default__t0,gpt_3_5_turbo_0125,LLM,OpenAI,default,0.0,1.0,equal,1000.0,,0.8836662749706228,0.910411622276029,0.8584474885844748,0.901,0.9972500766541134,0.9972500766541131,0.998
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_equal_250_BbbM3UQt__default__t0,gpt_3_5_turbo_0125,LLM,OpenAI,default,0.0,1.0,equal,250.0,,0.8406524466750314,0.9331476323119777,0.7648401826484018,0.873,0.997099381007907,0.9970993867644657,0.998
,gpt_3_5_turbo_0125__default__t0,gpt_3_5_turbo_0125,LLM,OpenAI,default,0.0,0.0,,,,0.766497461928934,0.8628571428571429,0.6894977168949772,0.816,0.954478150736059,0.9544866746630803,0.969
,gpt_3_5_turbo_0125__default__t5,gpt_3_5_turbo_0125,LLM,OpenAI,default,0.5,0.0,,,,0.7643312101910829,0.8645533141210374,0.684931506849315,0.815,0.9575278058620418,0.9575254529807108,0.971
,gpt_3_5_turbo_0125__default__t10,gpt_3_5_turbo_0125,LLM,OpenAI,default,1.0,0.0,,,,0.769620253164557,0.8636363636363636,0.6940639269406392,0.818,0.9546581222417025,0.9546594596010506,0.969
,gpt_3_5_turbo_0125__default__t15,gpt_3_5_turbo_0125,LLM,OpenAI,default,1.5,0.0,,,,0.7643312101910829,0.8645533141210374,0.684931506849315,0.815,0.9559465974865086,0.9559516280538443,0.97
,gpt_3_5_turbo_0125__few_shot__t0,gpt_3_5_turbo_0125,LLM,OpenAI,few_shot,0.0,0.0,,,,0.7375504710632571,0.898360655737705,0.6255707762557078,0.805,0.9575681633405694,0.9575681775962407,0.973
,gpt_3_5_turbo_0125__automatic_cot__t0,gpt_3_5_turbo_0125,LLM,OpenAI,automatic_cot,0.0,0.0,,,,0.783375314861461,0.8735955056179775,0.7100456621004566,0.828,0.9340948711652368,0.9341214603484967,0.955
,gpt_3_5_turbo_0125__manual_cot__t0,gpt_3_5_turbo_0125,LLM,OpenAI,manual_cot,0.0,0.0,,,,0.7191316146540027,0.8862876254180602,0.6050228310502284,0.793,0.9413812169576219,0.9413732220833398,0.963
,gpt_3_5_turbo_0125__contrastive_cot__t0,gpt_3_5_turbo_0125,LLM,OpenAI,contrastive_cot,0.0,0.0,,,,0.7407407407407407,0.9278350515463918,0.6164383561643836,0.811,0.9453621870980838,0.9453637863719228,0.966
,gpt_4_1_2025_04_14__default__t0,gpt_4_1,LLM,OpenAI,default,0.0,0.0,,,,0.9005847953216374,0.9232613908872902,0.8789954337899544,0.915,0.9753311000365008,0.9753306486845865,0.982
