raw_name,raw_prefix,model,category,provider,prompt_type,temperature,fine_tuned,distribution,size,vectorizer,f1_macro,precision,recall,accuracy,fleiss_kappa,mean_cohen_kappa,consistency_all_runs
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_equal_2000_BbaPm5Jo__automatic_cot__t0,gpt_4_1_mini,LLM,OpenAI,automatic_cot,0.0,1.0,equal,2000.0,,0.9337748344370861,0.9038461538461539,0.9657534246575342,0.94,0.9946423763918103,0.9946422727830403,0.996
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_equal_2000_BbaPm5Jo__manual_cot__t0,gpt_4_1_mini,LLM,OpenAI,manual_cot,0.0,1.0,equal,2000.0,,0.9281767955801105,0.8993576017130621,0.958904109589041,0.935,0.998661067548696,0.9986610107761852,0.999
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_equal_2000_BbaPm5Jo__contrastive_cot__t0,gpt_4_1_mini,LLM,OpenAI,contrastive_cot,0.0,1.0,equal,2000.0,,0.9261300992282249,0.8955223880597015,0.958904109589041,0.933,0.9959845646665784,0.9959844033878659,0.997
,ft_gpt_4o_2024_08_06_university_of_passau_4o_2024_equal_500_BbbUAL62__default__t0,gpt_4o,LLM,OpenAI,default,0.0,1.0,equal,500.0,,0.8819444444444444,0.8943661971830986,0.8698630136986302,0.898,0.9822676896845693,0.9822677108549037,0.987
,ft_gpt_4o_2024_08_06_university_of_passau_4o_2024_real_100_BbbKjDy6__default__t0,gpt_4o,LLM,OpenAI,default,0.0,1.0,real,100.0,,0.8985176738882554,0.89749430523918,0.8995433789954338,0.911,0.9891703788201489,0.9891701600114989,0.992
,ft_gpt_4o_2024_08_06_university_of_passau_4o_2024_real_1000_BbcJTHQx__default__t0,gpt_4o,LLM,OpenAI,default,0.0,1.0,real,1000.0,,0.9314159292035398,0.9034334763948498,0.9611872146118722,0.938,0.9906266570731247,0.9906267362706238,0.993
,ft_gpt_4o_2024_08_06_university_of_passau_4o_equal_100_Bba8cfGQ__default__t0,gpt_4o,LLM,OpenAI,default,0.0,1.0,equal,100.0,,0.8449328449328449,0.9081364829396326,0.7899543378995434,0.873,0.9816686251468861,0.9816662166540043,0.987
,ft_gpt_4o_2024_08_06_university_of_passau_4o_equal_1000_BbaZQv03__default__t0,gpt_4o,LLM,OpenAI,default,0.0,1.0,equal,1000.0,,0.9095127610208816,0.9245283018867925,0.8949771689497716,0.922,0.9741097383720931,0.9741111370400253,0.981
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_equal_100_BbZz9lJK__default__t0,gpt_4o_mini,LLM,OpenAI,default,0.0,1.0,equal,100.0,,0.8678787878787879,0.9250645994832042,0.817351598173516,0.891,0.9887698492913776,0.988769865464929,0.992
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_equal_1000_BbaDe3bY__default__t0,gpt_4o_mini,LLM,OpenAI,default,0.0,1.0,equal,1000.0,,0.9016393442622951,0.9254807692307693,0.8789954337899544,0.916,0.9945130290411657,0.9945127152462724,0.996
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_real_2000_BbcN20f0__default__t0,gpt_4_1_mini,LLM,OpenAI,default,0.0,1.0,real,2000.0,,0.9135254988913526,0.8879310344827587,0.9406392694063926,0.922,0.9892828005471129,0.9892829037699792,0.992
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_real_2000_BbcN20f0__default__t5,gpt_4_1_mini,LLM,OpenAI,default,0.5,1.0,real,2000.0,,0.9169435215946844,0.8903225806451613,0.9452054794520548,0.925,0.998660350068389,0.9986602896453786,0.999
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_real_2000_BbcN20f0__default__t10,gpt_4_1_mini,LLM,OpenAI,default,1.0,1.0,real,2000.0,,0.9155555555555556,0.8917748917748918,0.9406392694063926,0.924,0.9973181133284852,0.9973180461809852,0.998
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_real_2000_BbcN20f0__default__t15,gpt_4_1_mini,LLM,OpenAI,default,1.5,1.0,real,2000.0,,0.8881199538638985,0.8974358974358975,0.8789954337899544,0.903,0.997278456122589,0.9972784615633493,0.998
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_real_2000_BbcN20f0__few_shot__t0,gpt_4_1_mini,LLM,OpenAI,few_shot,0.0,1.0,real,2000.0,,0.9139072847682119,0.8846153846153846,0.9452054794520548,0.922,0.998661067548696,0.9986610107761852,0.999
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_real_2000_BbcN20f0__automatic_cot__t0,gpt_4_1_mini,LLM,OpenAI,automatic_cot,0.0,1.0,real,2000.0,,0.915929203539823,0.8884120171673819,0.9452054794520548,0.924,0.9986605940979525,0.9986606556894007,0.999
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_real_2000_BbcN20f0__manual_cot__t0,gpt_4_1_mini,LLM,OpenAI,manual_cot,0.0,1.0,real,2000.0,,0.9178532311062432,0.8821052631578947,0.95662100456621,0.925,0.9959885897664468,0.9959887524147822,0.997
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_real_2000_BbcN20f0__contrastive_cot__t0,gpt_4_1_mini,LLM,OpenAI,contrastive_cot,0.0,1.0,real,2000.0,,0.9210526315789473,0.8860759493670886,0.958904109589041,0.928,0.9959877152757933,0.9959878833571877,0.997
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_equal_250_BbbKm8cH__default__t0,gpt_4o_mini,LLM,OpenAI,default,0.0,1.0,equal,250.0,,0.8614668218859138,0.8788598574821853,0.8447488584474886,0.881,0.9945241385100912,0.9945238533470894,0.996
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_equal_500_BbbOZeIu__default__t0,gpt_4o_mini,LLM,OpenAI,default,0.0,1.0,equal,500.0,,0.901775147928994,0.9361179361179361,0.8698630136986302,0.917,0.9930979615519648,0.9930981397911496,0.995
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_real_100_BbbHNWRm__default__t0,gpt_4o_mini,LLM,OpenAI,default,0.0,1.0,real,100.0,,0.9060773480662984,0.8779443254817987,0.9360730593607306,0.915,0.9892837815391705,0.9892834315190511,0.992
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_real_1000_Bbc8CiEm__default__t0,gpt_4o_mini,LLM,OpenAI,default,0.0,1.0,real,1000.0,,0.9215017064846417,0.9183673469387755,0.9246575342465754,0.931,0.9932337216876362,0.993233963982382,0.995
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_real_250_BbbxKjcs__default__t0,gpt_4o_mini,LLM,OpenAI,default,0.0,1.0,real,250.0,,0.8899082568807339,0.8940092165898618,0.8858447488584474,0.904,0.9891422317871118,0.9891419933965491,0.992
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_real_500_BbiBkQUQ__default__t0,gpt_4o_mini,LLM,OpenAI,default,0.0,1.0,real,500.0,,0.9278579356270811,0.9028077753779697,0.954337899543379,0.935,0.997318650262169,0.9973186556246842,0.998
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_real_500_Bc6jJ1I9__default__t0,gpt_4_1,LLM,OpenAI,default,0.0,1.0,real,500.0,,0.9334787350054525,0.8935281837160751,0.9771689497716894,0.939,0.9893162393162394,0.9893161429568104,0.992
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_equal_2000_BbaHAl0F__default__t0,gpt_4_1_nano,LLM,OpenAI,default,0.0,1.0,equal,2000.0,,0.9180327868852459,0.8805031446540881,0.958904109589041,0.925,1.0,1.0,1.0
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_equal_2000_BbaHAl0F__default__t5,gpt_4_1_nano,LLM,OpenAI,default,0.5,1.0,equal,2000.0,,0.9202185792349726,0.8825995807127882,0.9611872146118722,0.927,0.995992474758157,0.9959926103423132,0.997
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_equal_2000_BbaHAl0F__default__t10,gpt_4_1_nano,LLM,OpenAI,default,1.0,1.0,equal,2000.0,,0.9152173913043479,0.8734439834024896,0.9611872146118722,0.922,0.9933243583039421,0.9933243933525947,0.995
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_equal_2000_BbaHAl0F__default__t15,gpt_4_1_nano,LLM,OpenAI,default,1.5,1.0,equal,2000.0,,0.911860718171926,0.8711018711018711,0.95662100456621,0.919,0.9933243583039418,0.9933243024125692,0.995
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_equal_2000_BbaHAl0F__few_shot__t0,gpt_4_1_nano,LLM,OpenAI,few_shot,0.0,1.0,equal,2000.0,,0.9284928492849285,0.8959660297239915,0.9634703196347032,0.935,0.9959852238393839,0.9959850805010534,0.997
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_equal_2000_BbaHAl0F__automatic_cot__t0,gpt_4_1_nano,LLM,OpenAI,automatic_cot,0.0,1.0,equal,2000.0,,0.9210526315789473,0.8860759493670886,0.958904109589041,0.928,0.9853013228809405,0.9853011130110781,0.989
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_equal_2000_BbaHAl0F__manual_cot__t0,gpt_4_1_nano,LLM,OpenAI,manual_cot,0.0,1.0,equal,2000.0,,0.9113082039911308,0.8857758620689655,0.9383561643835616,0.92,0.9866010116236223,0.9866012215178926,0.99
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_equal_2000_BbaHAl0F__contrastive_cot__t0,gpt_4_1_nano,LLM,OpenAI,contrastive_cot,0.0,1.0,equal,2000.0,,0.8995433789954338,0.8995433789954338,0.8995433789954338,0.912,0.9715816310880716,0.9715836638354096,0.979
,ft_gpt_4o_2024_08_06_university_of_passau_4o_2024_real_250_Bc5xT3ex__default__t0,gpt_4o,LLM,OpenAI,default,0.0,1.0,real,250.0,,0.9164835164835164,0.8834745762711864,0.952054794520548,0.924,0.9826134328617709,0.9826133883966955,0.987
,ft_gpt_4o_2024_08_06_university_of_passau_4o_2024_real_500_Bc6LSGma__default__t0,gpt_4o,LLM,OpenAI,default,0.0,1.0,real,500.0,,0.9245901639344263,0.8867924528301887,0.9657534246575342,0.931,0.9933196043780639,0.9933197054433647,0.995
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_real_2000_BbcIt6ru__default__t0,gpt_4_1_nano,LLM,OpenAI,default,0.0,1.0,real,2000.0,,0.918918918918919,0.9066666666666666,0.9315068493150684,0.928,0.9973063973063971,0.997306402693031,0.998
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_real_2000_BbcIt6ru__default__t5,gpt_4_1_nano,LLM,OpenAI,default,0.5,1.0,real,2000.0,,0.9191011235955057,0.9048672566371682,0.9337899543378996,0.928,1.0,1.0,1.0
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_real_2000_BbcIt6ru__default__t10,gpt_4_1_nano,LLM,OpenAI,default,1.0,1.0,real,2000.0,,0.9163879598662207,0.8954248366013072,0.9383561643835616,0.925,0.9986577877837215,0.9986578622429807,0.999
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_real_2000_BbcIt6ru__default__t15,gpt_4_1_nano,LLM,OpenAI,default,1.5,1.0,real,2000.0,,0.9014722536806342,0.8943820224719101,0.908675799086758,0.913,0.9946013429159496,0.9946013481799073,0.996
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_real_2000_BbcIt6ru__few_shot__t0,gpt_4_1_nano,LLM,OpenAI,few_shot,0.0,1.0,real,2000.0,,0.9242937853107345,0.9149888143176734,0.9337899543378996,0.933,0.9973026434094588,0.9973027409909991,0.998
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_real_2000_BbcIt6ru__automatic_cot__t0,gpt_4_1_nano,LLM,OpenAI,automatic_cot,0.0,1.0,real,2000.0,,0.9177001127395716,0.9064587973273942,0.9292237442922374,0.927,0.9986530166365915,0.9986529265171414,0.999
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_real_2000_BbcIt6ru__manual_cot__t0,gpt_4_1_nano,LLM,OpenAI,manual_cot,0.0,1.0,real,2000.0,,0.9105504587155964,0.9147465437788018,0.906392694063927,0.922,0.9945681596381669,0.9945684199395081,0.996
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_real_2000_BbcIt6ru__contrastive_cot__t0,gpt_4_1_nano,LLM,OpenAI,contrastive_cot,0.0,1.0,real,2000.0,,0.8997668997668997,0.919047619047619,0.8812785388127854,0.914,0.994520485393669,0.9945215811347029,0.996
,ft_gpt_4o_2024_08_06_university_of_passau_4o_equal_2000_BbaYbKRr__default__t0,gpt_4o,LLM,OpenAI,default,0.0,1.0,equal,2000.0,,0.9343891402714932,0.9260089686098655,0.9429223744292238,0.942,0.9905551375329389,0.9905544803064744,0.993
,ft_gpt_4o_2024_08_06_university_of_passau_4o_equal_2000_BbaYbKRr__default__t5,gpt_4o,LLM,OpenAI,default,0.5,1.0,equal,2000.0,,0.9309173272933182,0.9235955056179775,0.9383561643835616,0.939,0.9919079302283762,0.991907371219101,0.994
,ft_gpt_4o_2024_08_06_university_of_passau_4o_equal_2000_BbaYbKRr__default__t10,gpt_4o,LLM,OpenAI,default,1.0,1.0,equal,2000.0,,0.9322799097065463,0.921875,0.9429223744292238,0.94,0.9959539651141881,0.9959536938888736,0.997
,ft_gpt_4o_2024_08_06_university_of_passau_4o_equal_2000_BbaYbKRr__default__t15,gpt_4o,LLM,OpenAI,default,1.5,1.0,equal,2000.0,,0.9297052154195011,0.9234234234234234,0.9360730593607306,0.938,0.9878475597900058,0.9878475597900058,0.991
,ft_gpt_4o_2024_08_06_university_of_passau_4o_equal_2000_BbaYbKRr__few_shot__t0,gpt_4o,LLM,OpenAI,few_shot,0.0,1.0,equal,2000.0,,0.9246575342465754,0.9246575342465754,0.9246575342465754,0.934,0.9905240814676302,0.9905243091619358,0.993
,ft_gpt_4o_2024_08_06_university_of_passau_4o_equal_2000_BbaYbKRr__automatic_cot__t0,gpt_4o,LLM,OpenAI,automatic_cot,0.0,1.0,equal,2000.0,,0.9365079365079365,0.9301801801801802,0.9429223744292238,0.944,0.986503357289874,0.9865030781843407,0.99
,ft_gpt_4o_2024_08_06_university_of_passau_4o_equal_2000_BbaYbKRr__manual_cot__t0,gpt_4o,LLM,OpenAI,manual_cot,0.0,1.0,equal,2000.0,,0.9220183486238532,0.9262672811059908,0.9178082191780822,0.932,0.9837278133254744,0.9837293836474362,0.988
,ft_gpt_4o_2024_08_06_university_of_passau_4o_equal_2000_BbaYbKRr__contrastive_cot__t0,gpt_4o,LLM,OpenAI,contrastive_cot,0.0,1.0,equal,2000.0,,0.9325714285714286,0.9336384439359268,0.9315068493150684,0.941,0.9878064146388057,0.9878071500616777,0.991
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_equal_2000_BbaSUBdj__default__t0,gpt_4o_mini,LLM,OpenAI,default,0.0,1.0,equal,2000.0,,0.9300225733634312,0.9196428571428571,0.9406392694063926,0.938,0.9959568279068722,0.9959571292213734,0.997
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_equal_2000_BbaSUBdj__default__t5,gpt_4o_mini,LLM,OpenAI,default,0.5,1.0,equal,2000.0,,0.9265536723163842,0.9172259507829977,0.9360730593607306,0.935,0.9973041752933058,0.9973041806842885,0.998
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_equal_2000_BbaSUBdj__default__t10,gpt_4o_mini,LLM,OpenAI,default,1.0,1.0,equal,2000.0,,0.9260089686098655,0.9096916299559471,0.9429223744292238,0.934,0.9932695707421957,0.9932700983937144,0.995
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_equal_2000_BbaSUBdj__default__t15,gpt_4o_mini,LLM,OpenAI,default,1.5,1.0,equal,2000.0,,0.9142212189616253,0.9040178571428571,0.9246575342465754,0.924,0.9919158929502544,0.9919159091166154,0.994
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_equal_2000_BbaSUBdj__few_shot__t0,gpt_4o_mini,LLM,OpenAI,few_shot,0.0,1.0,equal,2000.0,,0.9271070615034168,0.925,0.9292237442922374,0.936,0.9932424031095759,0.9932418052373942,0.995
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_equal_2000_BbaSUBdj__automatic_cot__t0,gpt_4o_mini,LLM,OpenAI,automatic_cot,0.0,1.0,equal,2000.0,,0.9300225733634312,0.9196428571428571,0.9406392694063926,0.938,0.9973052976500847,0.9973053030388718,0.998
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_equal_2000_BbaSUBdj__manual_cot__t0,gpt_4o_mini,LLM,OpenAI,manual_cot,0.0,1.0,equal,2000.0,,0.9223744292237442,0.9223744292237442,0.9223744292237442,0.932,0.9918695514702561,0.9918692349328703,0.994
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_equal_2000_BbaSUBdj__contrastive_cot__t0,gpt_4o_mini,LLM,OpenAI,contrastive_cot,0.0,1.0,equal,2000.0,,0.9204545454545454,0.916289592760181,0.9246575342465754,0.93,0.9932455525340661,0.9932455632671778,0.995
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_real_2000_BbcN1qSw__default__t0,gpt_4o_mini,LLM,OpenAI,default,0.0,1.0,real,2000.0,,0.9304932735426009,0.9140969162995595,0.9474885844748858,0.938,0.9946211399955894,0.9946211452814211,0.996
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_real_2000_BbcN1qSw__default__t5,gpt_4o_mini,LLM,OpenAI,default,0.5,1.0,real,2000.0,,0.9294512877939529,0.9120879120879121,0.9474885844748858,0.937,0.9932797023714585,0.993279624035948,0.995
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_real_2000_BbcN1qSw__default__t10,gpt_4o_mini,LLM,OpenAI,default,1.0,1.0,real,2000.0,,0.921875,0.9017467248908297,0.9429223744292238,0.93,0.9932828803009268,0.9932827333054955,0.995
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_real_2000_BbcN1qSw__default__t15,gpt_4o_mini,LLM,OpenAI,default,1.5,1.0,real,2000.0,,0.9177777777777778,0.8939393939393939,0.9429223744292238,0.926,0.9959767617760182,0.9959767617760183,0.997
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_real_2000_BbcN1qSw__few_shot__t0,gpt_4o_mini,LLM,OpenAI,few_shot,0.0,1.0,real,2000.0,,0.9267734553775744,0.9288990825688074,0.9246575342465754,0.936,0.9905128440279936,0.9905126397547562,0.993
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_real_2000_BbcN1qSw__automatic_cot__t0,gpt_4o_mini,LLM,OpenAI,automatic_cot,0.0,1.0,real,2000.0,,0.9242937853107345,0.9149888143176734,0.9337899543378996,0.933,0.9919102432499969,0.9919102468031563,0.994
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_real_2000_BbcN1qSw__manual_cot__t0,gpt_4o_mini,LLM,OpenAI,manual_cot,0.0,1.0,real,2000.0,,0.9291338582677166,0.9157427937915743,0.9429223744292238,0.937,0.9946156565937566,0.9946154813804601,0.996
,ft_gpt_4o_mini_2024_07_18_university_of_passau_4o_mini_real_2000_BbcN1qSw__contrastive_cot__t0,gpt_4o_mini,LLM,OpenAI,contrastive_cot,0.0,1.0,real,2000.0,,0.927765237020316,0.9174107142857143,0.9383561643835616,0.936,0.9973041752933056,0.9973041806842885,0.998
,ft_gpt_4o_2024_08_06_university_of_passau_4o_2024_real_2000_Bc6TE2Su__default__t0,gpt_4o,LLM,OpenAI,default,0.0,1.0,real,2000.0,,0.9349775784753364,0.9185022026431718,0.952054794520548,0.942,0.9946191212217823,0.9946191265054177,0.996
,ft_gpt_4o_2024_08_06_university_of_passau_4o_2024_real_2000_Bc6TE2Su__default__t5,gpt_4o,LLM,OpenAI,default,0.5,1.0,real,2000.0,,0.936026936026936,0.9205298013245033,0.952054794520548,0.943,0.9973085287341473,0.997308534116602,0.998
,ft_gpt_4o_2024_08_06_university_of_passau_4o_2024_real_2000_Bc6TE2Su__default__t10,gpt_4o,LLM,OpenAI,default,1.0,1.0,real,2000.0,,0.9349775784753364,0.9185022026431718,0.952054794520548,0.942,0.9946191212217823,0.9946191265054177,0.996
,ft_gpt_4o_2024_08_06_university_of_passau_4o_2024_real_2000_Bc6TE2Su__default__t15,gpt_4o,LLM,OpenAI,default,1.5,1.0,real,2000.0,,0.9327354260089686,0.9162995594713657,0.9497716894977168,0.94,0.9919296987087518,0.9919292136702561,0.994
,ft_gpt_4o_2024_08_06_university_of_passau_4o_2024_real_2000_Bc6TE2Su__few_shot__t0,gpt_4o,LLM,OpenAI,few_shot,0.0,1.0,real,2000.0,,0.9393258426966292,0.9247787610619469,0.954337899543379,0.946,0.9878836344250178,0.987884177783005,0.991
,ft_gpt_4o_2024_08_06_university_of_passau_4o_2024_real_2000_Bc6TE2Su__automatic_cot__t0,gpt_4o,LLM,OpenAI,automatic_cot,0.0,1.0,real,2000.0,,0.936026936026936,0.9205298013245033,0.952054794520548,0.943,0.9959638287300052,0.995963830507805,0.997
,ft_gpt_4o_2024_08_06_university_of_passau_4o_2024_real_2000_Bc6TE2Su__manual_cot__t0,gpt_4o,LLM,OpenAI,manual_cot,0.0,1.0,real,2000.0,,0.9289740698985344,0.9175946547884187,0.9406392694063926,0.937,0.9878820302177285,0.9878835506428354,0.991
,ft_gpt_4o_2024_08_06_university_of_passau_4o_2024_real_2000_Bc6TE2Su__contrastive_cot__t0,gpt_4o,LLM,OpenAI,contrastive_cot,0.0,1.0,real,2000.0,,0.9351230425055929,0.9166666666666666,0.954337899543379,0.942,0.9905846484935439,0.9905850622223893,0.993
,ft_ministral_8b_latest_d1ef7e20_20250526_315fca18_real_100__default__t0,ministral_8b,LLM,Mistral,default,0.0,1.0,real,100.0,,0.44559585492227977,0.9148936170212766,0.2945205479452055,0.679,0.9646405714083659,0.9646559429437499,0.987
,ft_open_mistral_nemo_d1ef7e20_20250527_6c13c30e_real_1000__default__t0,open_mistral_nemo,LLM,Mistral,default,0.0,1.0,real,1000.0,,0.6942857142857143,0.9274809160305344,0.5547945205479452,0.786,0.9515703878289468,0.9515591991945557,0.972
,ft_mistral_large_latest_d1ef7e20_20250527_de07a0e2_real_500__default__t0,mistral_large,LLM,Mistral,default,0.0,1.0,real,500.0,,0.8465346534653465,0.9243243243243243,0.7808219178082192,0.876,0.9686887859835827,0.9686859385266012,0.978
,ft_ministral_8b_latest_d1ef7e20_20250527_4d760ead_real_250__default__t0,ministral_8b,LLM,Mistral,default,0.0,1.0,real,250.0,,0.45017182130584193,0.9097222222222222,0.2990867579908676,0.68,0.953580280174866,0.9535923614143446,0.983
,ft_mistral_small_latest_d1ef7e20_20250527_2878cab3_real_100__default__t0,mistral_small,LLM,Mistral,default,0.0,1.0,real,100.0,,0.6870451237263464,0.9477911646586346,0.5388127853881278,0.785,0.9658862191696708,0.9658727338330984,0.981
,ft_mistral_small_latest_d1ef7e20_20250527_684579f9_equal_2000__default__t0,mistral_small,LLM,Mistral,default,0.0,1.0,equal,2000.0,,0.8567990373044525,0.905852417302799,0.8127853881278538,0.881,0.9636147190589834,0.9636158790925887,0.974
,ft_open_mistral_nemo_d1ef7e20_20250527_f0ed2269_equal_500__default__t0,open_mistral_nemo,LLM,Mistral,default,0.0,1.0,equal,500.0,,0.516309412861137,0.43622047244094486,0.632420091324201,0.481,0.8363008980953945,0.8362871976994101,0.886
,ft_mistral_large_latest_d1ef7e20_20250526_4de0db41_equal_1000__default__t0,mistral_large,LLM,Mistral,default,0.0,1.0,equal,1000.0,,0.8340425531914893,0.7808764940239044,0.8949771689497716,0.844,0.969333278814718,0.9693333333333333,0.977
,ft_mistral_small_latest_d1ef7e20_20250527_96d40152_real_250__default__t0,mistral_small,LLM,Mistral,default,0.0,1.0,real,250.0,,0.6852122986822841,0.9551020408163265,0.5342465753424658,0.785,0.9802318978096943,0.980231912974438,0.989
,ft_mistral_large_latest_d1ef7e20_20250526_996f1f63_equal_100__default__t0,mistral_large,LLM,Mistral,default,0.0,1.0,equal,100.0,,0.8504901960784313,0.917989417989418,0.7922374429223744,0.878,0.9687989142022141,0.9687965402539874,0.978
,ft_mistral_large_latest_d1ef7e20_20250526_0651fb8c_equal_500__default__t0,mistral_large,LLM,Mistral,default,0.0,1.0,equal,500.0,,0.8282828282828283,0.9265536723163842,0.7488584474885844,0.864,0.9582766631305737,0.95820991518466,0.971
,ft_ministral_8b_latest_d1ef7e20_20250526_d9ea6897_equal_500__default__t0,ministral_8b,LLM,Mistral,default,0.0,1.0,equal,500.0,,0.3722627737226277,0.9272727272727272,0.2328767123287671,0.656,0.9653047228367787,0.9653131364876387,0.99
,ft_open_mistral_nemo_d1ef7e20_20250527_dd0e85a5_equal_1000__default__t0,open_mistral_nemo,LLM,Mistral,default,0.0,1.0,equal,1000.0,,0.6196319018404908,0.9439252336448598,0.4611872146118721,0.752,0.954928355681901,0.9549632087291556,0.977
,ft_open_mistral_nemo_d1ef7e20_20250527_c198cc8f_real_250__default__t0,open_mistral_nemo,LLM,Mistral,default,0.0,1.0,real,250.0,,0.5219012115563839,0.4409448818897638,0.639269406392694,0.487,0.8234953703703706,0.8235351404000356,0.878
,ft_ministral_8b_latest_d1ef7e20_20250526_33870bd3_equal_250__default__t0,ministral_8b,LLM,Mistral,default,0.0,1.0,equal,250.0,,0.4581196581196581,0.9115646258503401,0.3059360730593607,0.683,0.9758476577595213,0.9758397807294988,0.991
,ft_mistral_small_latest_d1ef7e20_20250527_6904b497_equal_1000__default__t0,mistral_small,LLM,Mistral,default,0.0,1.0,equal,1000.0,,0.8504772004241782,0.7940594059405941,0.9155251141552512,0.859,0.96533234723121,0.9653326079788366,0.974
,ft_mistral_small_latest_d1ef7e20_20250527_08d8c1b4_equal_250__default__t0,mistral_small,LLM,Mistral,default,0.0,1.0,equal,250.0,,0.690856313497823,0.9482071713147411,0.54337899543379,0.787,0.9750444298276103,0.9750326768408363,0.986
,ft_mistral_small_latest_d1ef7e20_20250527_40095fb5_real_1000__default__t0,mistral_small,LLM,Mistral,default,0.0,1.0,real,1000.0,,0.8559670781893004,0.7790262172284644,0.9497716894977168,0.86,0.9531035406826787,0.9531050091192022,0.965
,ft_mistral_large_latest_d1ef7e20_20250526_f7985297_equal_2000__default__t0,mistral_large,LLM,Mistral,default,0.0,1.0,equal,2000.0,,0.8950276243093923,0.867237687366167,0.9246575342465754,0.905,0.9812581577215272,0.9812586924207238,0.986
,ft_mistral_small_latest_d1ef7e20_20250527_314de464_equal_500__default__t0,mistral_small,LLM,Mistral,default,0.0,1.0,equal,500.0,,0.6832116788321168,0.9473684210526315,0.5342465753424658,0.783,0.9660403797757952,0.9660478558023705,0.981
,ft_ministral_8b_latest_d1ef7e20_20250527_e8f45917_real_500__default__t0,ministral_8b,LLM,Mistral,default,0.0,1.0,real,500.0,,0.4528301886792453,0.9103448275862069,0.3013698630136986,0.681,0.9594366562824507,0.9594130170219,0.985
,ft_open_mistral_nemo_d1ef7e20_20250527_3c962f3a_equal_2000__default__t0,open_mistral_nemo,LLM,Mistral,default,0.0,1.0,equal,2000.0,,0.8514619883040936,0.8729016786570744,0.8310502283105022,0.873,0.9560738033314362,0.9560686925303848,0.968
